# LAMMPS data file written by OVITO Basic 3.7.5
108 atoms
2 atom types
0.0 13.4422702789 xlo xhi
0.0 13.4422702789 ylo yhi
0.0 13.4422702789 zlo zhi

Masses

1 6.941  # Li
2 35.453  # Cl

Atoms  # charge

1 1 0.0 9.10297966 1.4528499842 12.3941898346
2 1 0.0 11.53647995 2.3037500381 1.6365799904
3 1 0.0 1.3658800125 9.3088798523 4.9590802193
4 1 0.0 6.8843598366 7.4284901619 0.792750001
5 1 0.0 8.6099901199 4.6577000618 0.7656499743
6 1 0.0 5.3403501511 6.1174302101 8.1942100525
7 1 0.0 0.8631899953 1.1455099583 5.7978701591
8 1 0.0 6.5649600029 7.8935899734 4.9020400047
9 1 0.0 0.1319099963 9.8824701309 1.4521700144
10 1 0.0 3.218100071 7.3073501587 3.7325201035
11 1 0.0 1.7377500534 7.9981198311 11.2337903976
12 1 0.0 8.6723403931 5.783080101 7.8415899277
13 1 0.0 12.1505002975 4.9678797722 0.6353300214
14 1 0.0 2.3393499851 3.1762299538 13.3768396378
15 1 0.0 3.7056701183 8.849729538 7.5752501488
16 1 0.0 0.6383299828 0.8734300137 1.869230032
17 1 0.0 10.9203796387 4.3550601006 5.3536200523
18 1 0.0 9.2557497025 10.0426797867 4.7403798103
19 1 0.0 6.8792600632 10.7785997391 7.9696798325
20 1 0.0 11.1205301285 1.2135900259 4.8493599892
21 1 0.0 10.616979599 7.1911802292 3.5803198814
22 1 0.0 1.3444900513 4.8776397705 10.422249794
23 1 0.0 9.8085699081 10.0043001175 0.0056699999
24 1 0.0 7.922659874 10.2896203995 11.0869102478
25 1 0.0 12.5003499985 12.6260204315 12.9379301071
26 1 0.0 7.17208004 0.0194899999 10.6573495865
27 1 0.0 5.8843002319 8.4946899414 10.2731304169
28 1 0.0 6.7451400757 12.278459549 0.4329000115
29 1 0.0 13.3592996597 10.3806800842 9.5064697266
30 1 0.0 5.1823701859 4.1284399033 10.4334201813
31 1 0.0 8.6009302139 7.2598099709 10.3624000549
32 1 0.0 5.3991999626 0.2127099931 4.9280800819
33 1 0.0 1.3065400124 6.4279398918 1.7516000271
34 1 0.0 10.0905399323 12.0598201752 2.3988499641
35 1 0.0 0.3449200094 13.3404502869 8.7020397186
36 1 0.0 3.176429987 2.4965500832 7.8888001442
37 1 0.0 12.5020399094 5.1357998848 9.0987195969
38 1 0.0 3.2021999359 11.5461702347 11.2226600647
39 1 0.0 3.8711299896 9.6290197372 1.1645799875
40 1 0.0 11.692899704 7.3281698227 6.2681598663
41 1 0.0 10.0464496613 0.136649996 9.4392900467
42 1 0.0 3.5956799984 3.9661200047 4.1697402
43 1 0.0 6.8960299492 1.7181500196 8.4496498108
44 1 0.0 9.0788602829 4.0655498505 9.9920396805
45 1 0.0 7.7808499336 3.622469902 5.0807700157
46 1 0.0 4.016769886 5.6689600945 0.4278399944
47 1 0.0 7.2131700516 2.8852100372 2.1456699371
48 1 0.0 3.4301600456 12.6771297455 1.5890899897
49 1 0.0 12.4353599548 8.4747600555 12.0524396896
50 1 0.0 11.9482898712 11.3983602524 6.5254797935
51 1 0.0 6.2913298607 10.1398897171 3.1748099327
52 1 0.0 0.7629699707 5.2090201378 5.2076601982
53 1 0.0 10.20195961 8.9857797623 9.2766599655
54 1 0.0 3.2955598831 12.04088974 7.5499200821
55 2 0.0 1.9725099802 9.1827201843 2.8483300209
